Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
"2,922nd",B+,Chapati Hindustani Gamer,"1,905",8600000.0,3910567401.0,games,11731702.203
"2,923rd",A-,Bhajan Marg,"3,878",8600000.0,2026473478.0,people,6079420.433999999
"2,924th",B+,ExtremeToys TV,364,8600000.0,5500923679.0,entertainment,16502771.036999999
"2,925th",B-,Prem crazy facts,113,8600000.0,80487369.0,education,241462.10700000002
"2,926th",B+,Raksha ki Rasoi,"2,686",8600000.0,2506917952.0,people,7520753.856000001
"2,927th",B+,Grian,766,8600000.0,2511895494.0,games,7535686.482
"2,928th",B,BoomSniper,792,8590000.0,1288019323.0,games,3864057.9690000005
"2,929th",A-,Wildlife Adventure In हिन्…,701,8590000.0,3550945033.0,education,10652835.099
"2,930th",B+,يوميات حمدى ووفاء,759,8590000.0,3668451023.0,entertainment,11005353.069
"2,931st",B,Lenay,"1,369",8590000.0,1065652301.0,entertainment,3196956.903
"2,932nd",B,OverSimplified,32,8590000.0,1178391127.0,education,3535173.381
"2,933rd",B,Black Flag Army,"1,640",8590000.0,831915248.0,games,2495745.744
"2,934th",B,Toy For Kids [토이포키즈],65,8580000.0,2948389022.0,entertainment,8845167.066
"2,935th",B,grav3yardgirl,"1,917",8580000.0,1860289355.0,howto,5580868.0649999995
"2,936th",B+,facts  provided,864,8570000.0,1196920359.0,education,3590761.0769999996
"2,937th",B+,Ksysha Kids TV,139,8570000.0,2617858333.0,entertainment,7853574.999
"2,938th",B+,PJ Masks Official,"9,340",8570000.0,4839526421.0,film,14518579.263
"2,939th",B,freekickerz,"1,661",8570000.0,2441435407.0,sports,7324306.221000001
"2,940th",B+,Mridul Madhok,"3,646",8570000.0,3813542103.0,education,11440626.309
"2,941st",B+,SumanTV,"85,476",8570000.0,4327502373.0,entertainment,12982507.118999999
"2,942nd",B-,Nour Mar5,323,8570000.0,1181072231.0,people,3543216.693
"2,943rd",B,linguamarina,740,8560000.0,788007025.0,education,2364021.075
"2,944th",B+,Aaron Esser,457,8560000.0,3578667702.0,entertainment,10736003.106
"2,945th",B+,Peri Hernandez,532,8560000.0,3545785908.0,people,10637357.724
"2,946th",A-,Scary Teacher 3D Gaming,861,8560000.0,4837034478.0,games,14511103.434
"2,947th",B,Awesomeness,"8,242",8550000.0,3688843022.0,entertainment,11066529.066
"2,948th",B+,Dr. Pimple Popper,"3,291",8550000.0,5881200054.0,education,17643600.162
"2,949th",B,Pulkit shukla TD,885,8550000.0,2785646129.0,people,8356938.387
"2,950th",B+,Луана,202,8550000.0,1620940793.0,people,4862822.379000001
"2,951st",B,Khan Academy,"8,597",8550000.0,2139436405.0,education,6418309.215
"2,952nd",B,Karol Sevilla,289,8550000.0,854117855.0,entertainment,2562353.565
"2,953rd",B,Gerson Albuquerque,563,8550000.0,983443554.0,people,2950330.662
"2,954th",B+,Biel Valadares,"2,565",8550000.0,1137709292.0,entertainment,3413127.8759999997
"2,955th",A,Toy Freaks,492,8540000.0,6933735324.0,games,20801205.972
"2,956th",A,nurrayni25,"2,418",8540000.0,7390935033.0,entertainment,22172805.099
"2,957th",B+,Podpah,"2,451",8540000.0,1404497220.0,entertainment,4213491.66
"2,958th",A-,aandranata,"2,109",8540000.0,6397103094.0,people,19191309.281999998
"2,959th",A-,Official iNews,"3,06,578",8540000.0,5332444110.0,news,15997332.330000002
"2,960th",B,ค่ายเพลง ได้…,494,8540000.0,2529482705.0,entertainment,7588448.115
"2,961st",A-,The Target siblings,532,8540000.0,1453397147.0,entertainment,4360191.441000001
"2,962nd",B-,Gulzaar Chhaniwala,103,8530000.0,2081989522.0,music,6245968.566000001
"2,963rd",B-,حسن شاكوش - Hassan Shakosh,207,8530000.0,2586403780.0,music,7759211.34
"2,964th",B+,JackieZ,564,8530000.0,1907041971.0,games,5721125.913
"2,965th",B+,Jarrett Stod,"1,087",8520000.0,5356141310.0,entertainment,16068423.93
"2,966th",B,FaZe Clan,"1,845",8520000.0,1179123751.0,games,3537371.2529999996
"2,967th",B-,kevingatesTV,475,8520000.0,9512130043.0,music,28536390.129
"2,968th",B-,Increase Jankari,400,8520000.0,249803533.0,people,749410.5989999999
"2,969th",B,Little Miss Sofia,266,8510000.0,2998652034.0,entertainment,8995956.102
"2,970th",B-,Daftar5,5,8510000.0,70308231.0,entertainment,210924.693
"2,971st",A,ashok soni vlogs,"6,980",8510000.0,4479681054.0,,13439043.161999999
"2,972nd",B+,Барбоскины,"1,412",8510000.0,8844345097.0,film,26533035.290999997
"2,973rd",A-,Saregama TV Shows Tamil,"32,795",8510000.0,10092157418.0,entertainment,30276472.254
"2,974th",B+,Thar Production,"15,998",8500000.0,3332197219.0,music,9996591.657
"2,975th",B+,LeylaStar,"1,381",8490000.0,2274676413.0,entertainment,6824029.239
"2,976th",A-,Cool Tool Shorts,"1,479",8490000.0,5063251541.0,,15189754.623
"2,977th",B+,Aryan Black,801,8490000.0,3248305522.0,,9744916.566
"2,978th",B,TheThings Celebrity,"4,124",8480000.0,3339125837.0,entertainment,10017377.511
"2,979th",B+,Aal Yuarsa,"1,357",8480000.0,379769252.0,entertainment,1139307.756
"2,980th",B+,Tool_Tips,"5,273",8480000.0,7852367808.0,people,23557103.424000002
"2,981st",B,Screen Rant,"8,118",8480000.0,4469729019.0,film,13409187.057
"2,982nd",B+,Fact की दुनिया,555,8480000.0,1088399422.0,people,3265198.266
"2,983rd",B+,The Beatles,329,8480000.0,7315145879.0,music,21945437.637
"2,984th",A-,Ani Cat,961,8480000.0,2377261799.0,entertainment,7131785.397
"2,985th",A,조이밤 Joy_Bamm,335,8470000.0,5796320931.0,,17388962.792999998
"2,986th",B-,Adesh icON,511,8470000.0,506192752.0,entertainment,1518578.256
"2,987th",B,MoonKase,"6,840",8470000.0,3953334872.0,games,11860004.616
"2,988th",A-,ข่าวช่อง8,"49,026",8470000.0,3379846241.0,news,10139538.723
"2,989th",B+,Life of Luxury,71,8470000.0,966778855.0,entertainment,2900336.565
"2,990th",B+,Emmanuel Con Doble Eme,"1,488",8470000.0,6188722698.0,people,18566168.094
"2,991st",B+,Harsha Sai - For You Tamil,137,8470000.0,1513257654.0,entertainment,4539772.962
"2,992nd",B+,Platinum Records,735,8470000.0,4632528377.0,music,13897585.131000001
"2,993rd",B+,Village Food Channel,464,8470000.0,1649744427.0,howto,4949233.2809999995
"2,994th",B+,Ossy Marwah I اوسي مروة,253,8470000.0,983928063.0,people,2951784.189
"2,995th",B+,腾讯视频 - Get the WeTV APP,"50,921",8460000.0,6864533464.0,entertainment,20593600.391999997
"2,996th",B,Kam Family,454,8460000.0,5733631478.0,,17200894.434
"2,997th",A,Tongguan Roujiamo,"1,161",8460000.0,4178675614.0,,12536026.842
"2,998th",B+,Peppa Pig Asia,"3,908",8460000.0,5446463643.0,film,16339390.929000001
"2,999th",B+,Juventus,"5,534",8450000.0,1278057910.0,sports,3834173.7299999995
"3,000th",B+,Karolina Protsenko Violin,577,8440000.0,2054704293.0,music,6164112.879000001
"3,001st",B,Quizify,19,8440000.0,45204485.0,entertainment,135613.45500000002
"3,002nd",A-,Hafu Go,354,8440000.0,2484834573.0,entertainment,7454503.719
"3,003rd",B+,X-Finds,"1,351",8440000.0,5169955296.0,howto,15509865.888
"3,004th",A,Sooy barbie,"1,154",8440000.0,1715768721.0,,5147306.163
"3,005th",B,Flavia Calina,"2,565",8440000.0,3606844556.0,people,10820533.668
"3,006th",B+,L'Algerino,117,8440000.0,2950245794.0,music,8850737.382000001
"3,007th",A,Jay & Sharon,415,8430000.0,8029921836.0,comedy,24089765.508
"3,008th",B+,Art for Kids Hub,"2,779",8430000.0,2981920711.0,education,8945762.133000001
"3,009th",A-,Masha et Michka,"1,521",8430000.0,3738950074.0,film,11216850.222
"3,010th",B,loveliveserve,"1,229",8430000.0,2261970249.0,entertainment,6785910.7469999995
"3,011th",B-,kemas pake z,"1,714",8420000.0,817879155.0,games,2453637.465
"3,012th",B+,Zohan Farooqui Official,763,8420000.0,2737557454.0,,8212672.362
"3,013th",B+,HRS KI BHAKTI,244,8420000.0,1709464597.0,,5128393.791
"3,014th",B,F A C T O BOI,375,8420000.0,695338303.0,people,2086014.909
"3,015th",B+,Tushar Sonvane,595,8420000.0,2885246668.0,entertainment,8655740.004
"3,016th",A-,Thethar Puns,245,8410000.0,3090357048.0,,9271071.144
"3,017th",B-,ON,"1,19,334",8410000.0,2750264116.0,entertainment,8250792.347999999
"3,018th",B+,NLE CHOPPA,"1,083",8410000.0,3632883968.0,music,10898651.904
"3,019th",B,Dima Kids TV,562,8410000.0,2075156159.0,film,6225468.477
"3,020th",B+,SMG4,"1,043",8410000.0,4879910547.0,entertainment,14639731.641
"3,021st",B+,Itarte Vlogs,761,8400000.0,3765760073.0,people,11297280.219
"3,022nd",B+,#Mind Warehouse,937,8400000.0,2142001622.0,entertainment,6426004.866
"3,023rd",A-,СИНИЙ ТРАКТОР - Дет…,190,8400000.0,6387324324.0,film,19161972.972
"3,024th",B+,SEALOOK Official,416,8400000.0,1544471003.0,,4633413.009
"3,025th",B,Kristino Olsen,"2,150",8390000.0,2181694709.0,entertainment,6545084.126999999
"3,026th",B+,123 GO! CHALLENGE,"1,585",8390000.0,3666646631.0,entertainment,10999939.893
"3,027th",B+,Official Arctic Monkeys,90,8390000.0,5848711010.0,music,17546133.03
"3,028th",B,Tariq Jamil,"1,567",8390000.0,813737945.0,education,2441213.835
"3,029th",A-,Zeeshan Pasha,"1,436",8380000.000000001,3003128647.0,,9009385.941
"3,030th",B+,DDG GAMERS,955,8380000.000000001,1739660929.0,games,5218982.7870000005
"3,031st",A-,Holy Baam,"3,431",8380000.000000001,3570818891.0,music,10712456.673
"3,032nd",A,超人不会飞,"1,311",8380000.000000001,5341355496.0,people,16024066.488000002
"3,033rd",B-,DriveStyle Accessories,98,8380000.000000001,68990628.0,games,206971.884
"3,034th",A-,ARE YOU HUNGRY,"1,303",8380000.000000001,5735453649.0,people,17206360.947
"3,035th",B,Sansad TV,"85,160",8380000.000000001,1602529591.0,news,4807588.773
"3,036th",A,RamRamJi,"1,360",8369999.999999999,3749063098.0,,11247189.294
"3,037th",B+,Fun Kids House,45,8369999.999999999,1139441783.0,education,3418325.3490000004
"3,038th",B,1412 CH,"1,310",8369999.999999999,1544463249.0,games,4633389.747
"3,039th",B+,Dankev,"2,194",8369999.999999999,2666952378.0,entertainment,8000857.134
"3,040th",B+,DisneyPlus Hotstar,"4,178",8359999.999999999,4782813389.0,entertainment,14348440.167000001
"3,041st",B+,Fábio Teruel,"3,436",8359999.999999999,1126991917.0,entertainment,3380975.7509999997
"3,042nd",B+,Prank King Entertainment,294,8359999.999999999,1920218062.0,entertainment,5760654.186
"3,043rd",B+,Inoxtag,413,8359999.999999999,1175195543.0,entertainment,3525586.629
"3,044th",B+,Shiloh & Bros,157,8359999.999999999,4293791043.0,people,12881373.128999999
"3,045th",B,fikrifadlu,413,8350000.0,3736091325.0,entertainment,11208273.975000001
"3,046th",B-,Grupo Firme,138,8350000.0,7516654582.0,music,22549963.746
"3,047th",B,Gameplayrj,"20,515",8350000.0,3836066450.0,games,11508199.350000001
"3,048th",A-,Intalord,471,8350000.0,2336383297.0,film,7009149.890999999
"3,049th",B+,LMFAOVEVO,28,8350000.0,4993236280.0,music,14979708.84
"3,050th",B+,Rammstein Official,157,8350000.0,6241683324.0,music,18725049.972
"3,051st",A-,Jairitosolano,390,8350000.0,3778531397.0,people,11335594.191
"3,052nd",B,MOP Channel,"7,484",8350000.0,1453406734.0,entertainment,4360220.202
"3,053rd",A-,Semih Varol,"3,660",8350000.0,10071118078.0,entertainment,30213354.233999997
"3,054th",B+,NMás,"1,19,037",8350000.0,6383381300.0,news,19150143.9
"3,055th",B,ABhi2biker,78,8340000.0,118186604.0,,354559.81200000003
"3,056th",A-,Trysatyacarlitoss,"16,083",8340000.0,7912718787.0,people,23738156.360999998
"3,057th",B+,Roberta Pupi,987,8340000.0,2213751689.0,entertainment,6641255.067
"3,058th",B,RealSHOW,370,8340000.0,1032895891.0,entertainment,3098687.673
"3,059th",B-,Marcos Piveta,41,8340000.0,284882746.0,comedy,854648.2379999999
"3,060th",B+,Luísa Sonza,115,8340000.0,2826941167.0,music,8480823.501
"3,061st",A-,OSR Digital,"5,130",8340000.0,4114562590.0,film,12343687.77
"3,062nd",B+,Rima,819,8330000.0,2052768415.0,games,6158305.245
"3,063rd",A,Nathan Kessel,"1,473",8330000.0,7941688307.0,people,23825064.921
"3,064th",A-,كينج مصر | King Misr,682,8330000.0,2474499216.0,education,7423497.648
"3,065th",B,TheBrainDit,"9,133",8330000.0,3182429078.0,games,9547287.234000001
"3,066th",B+,Smosh Pit,"2,348",8330000.0,3695188965.0,people,11085566.895
"3,067th",B+,Kedoo Toons TV - Funny Animations …,"3,521",8330000.0,3728596045.0,film,11185788.135
"3,068th",A-,baris resmii,479,8320000.0,2467214555.0,entertainment,7401643.665000001
"3,069th",A-,Natop Shorts,295,8320000.0,1357533576.0,games,4072600.7279999997
"3,070th",A-,The Pet Collective,"8,117",8320000.0,5505415030.0,animals,16516245.09
"3,071st",B+,WhistlinDiesel,136,8320000.0,1067673614.0,people,3203020.842
"3,072nd",A-,Dave Ardito,244,8320000.0,3387547407.0,entertainment,10162642.221
"3,073rd",A-,HOOOTDOGS,494,8320000.0,4008281103.0,comedy,12024843.309
"3,074th",B,Chanda Pop Songs,"2,884",8320000.0,681000482.0,music,2043001.446
"3,075th",B+,Piero Start,543,8320000.0,2201932097.0,entertainment,6605796.291
"3,076th",B+,Adda247,"48,932",8310000.000000001,1462843522.0,education,4388530.566000001
"3,077th",A-,The Anazala Family,160,8310000.000000001,1363429792.0,entertainment,4090289.3759999997
"3,078th",A-,Moscow Spider,"3,432",8310000.000000001,5441797742.0,film,16325393.226
"3,079th",A,Tik Tok Cold,"18,840",8310000.000000001,5132133784.0,people,15396401.352
"3,080th",A-,KaanPhod Music,"3,186",8310000.000000001,4826563227.0,music,14479689.681
"3,081st",B+,Usher,237,8310000.000000001,7272883083.0,music,21818649.248999998
"3,082nd",A-,Rizky Aulia,"1,422",8310000.000000001,2218160954.0,entertainment,6654482.862
"3,083rd",B+,The Organic Chemistry Tutor,"2,820",8300000.000000001,1285809340.0,education,3857428.0200000005
"3,084th",A+,cocoz toon,69,8300000.000000001,1860238083.0,film,5580714.249
"3,085th",B+,RDC Rajasthani,"14,333",8300000.000000001,3403482567.0,music,10210447.701
"3,086th",B,توبز TOPZ,634,8300000.000000001,1084159394.0,entertainment,3252478.182
"3,087th",B+,Red k7,"6,326",8300000.000000001,2162700167.0,games,6488100.501
"3,088th",B+,Brad Mondo,715,8300000.000000001,1873159003.0,entertainment,5619477.009
"3,089th",A-,Anthony & Ana,"2,570",8289999.999999999,5996341597.0,people,17989024.791
"3,090th",B-,Iggy Azalea,16,8289999.999999999,4225694797.0,entertainment,12677084.391
"3,091st",A-,Satisfying Cakes,"2,700",8289999.999999999,5096767643.0,entertainment,15290302.929000001
"3,092nd",B,আলোর পথ,"1,788",8289999.999999999,1362390789.0,education,4087172.3670000006
"3,093rd",B+,BBC Radio 1,"4,938",8289999.999999999,3794279815.0,music,11382839.445
"3,094th",B-,Jen Smith,"1,979",8289999.999999999,3008893634.0,people,9026680.902
"3,095th",B+,Flashback FM,"1,723",8289999.999999999,8439825379.0,film,25319476.137000002
"3,096th",B+,DakPlay,"1,167",8289999.999999999,5021281494.0,games,15063844.482
"3,097th",B+,Putih Abu-Abu,638,8279999.999999999,2457698545.0,music,7373095.635
"3,098th",B-,Zuuks Games,69,8279999.999999999,101289522.0,games,303868.566
"3,099th",A-,Jão Bastos,972,8279999.999999999,4037526747.0,,12112580.241
"3,100th",B+,GetsetflySCIENCE by Gaurav Thakur,734,8270000.0,1259154477.0,tech,3777463.431
"3,101st",B+,Pramod`s Life,366,8270000.0,3739612873.0,autos,11218838.619
"3,102nd",B+,Twi Shorts,675,8270000.0,3635792492.0,games,10907377.476
"3,103rd",B+,Léo Medeiros,"1,045",8270000.0,1553444893.0,people,4660334.679
"3,104th",B+,Professor Live,658,8270000.0,1775576694.0,entertainment,5326730.0819999995
"3,105th",B-,KopraL Jono,546,8270000.0,1048896063.0,games,3146688.1890000002
"3,106th",B+,Stuart Gamer,398,8270000.0,577427027.0,,1732281.081
"3,107th",B+,Диана и Рома,630,8270000.0,3283688835.0,entertainment,9851066.504999999
"3,108th",B+,animaLize21,367,8270000.0,1495147788.0,entertainment,4485443.364
"3,109th",A-,News18 Punjab,"2,03,070",8260000.0,4782265758.0,entertainment,14346797.274
"3,110th",B+,Shfa stories,352,8260000.0,2488935811.0,people,7466807.433
"3,111th",A-,Time To Fun,"1,279",8260000.0,5065796185.0,entertainment,15197388.555
"3,112th",B-,Colleen Ballinger,"1,091",8260000.0,1922164600.0,comedy,5766493.800000001
"3,113th",B,Rai Star,37,8260000.0,194185634.0,games,582556.902
"3,114th",B+,Hau Hoang,265,8260000.0,3478267846.0,music,10434803.537999999
"3,115th",B+,عائلة حسام,410,8260000.0,5222586576.0,people,15667759.728
"3,116th",B+,Bon Jovi,342,8260000.0,7836074076.0,music,23508222.228
"3,117th",B,دروس أونلاين,628,8260000.0,453610077.0,education,1360830.231
"3,118th",B+,Shweta nagar,683,8260000.0,2091182718.0,people,6273548.154
"3,119th",B+,Jordan B Peterson,"1,052",8260000.0,836274498.0,education,2508823.494
"3,120th",B,Mic Set,200,8250000.0,675181110.0,comedy,2025543.33
"3,121st",B-,LaurDIY,460,8250000.0,453912089.0,howto,1361736.267
"3,122nd",B,Данкар,629,8250000.0,1569902405.0,entertainment,4709707.215
"3,123rd",B-,HelloMaphie,498,8250000.0,1977369346.0,entertainment,5932108.038
"3,124th",B+,Pica-Pau em Português,"2,023",8250000.0,3027394491.0,film,9082183.473
"3,125th",B+,أوسمز oCMz,"3,007",8250000.0,2467311952.0,games,7401935.856000001
"3,126th",B+,SyrebralVibes,547,8250000.0,5988753897.0,music,17966261.691
"3,128th",A,NuNu Tv - Nursery Rhymes,494,8240000.0,2954542024.0,music,8863626.072
"3,129th",B+,Teremok Baby,"2,389",8240000.0,5720129613.0,film,17160388.839
"3,130th",B+,Jovem Pan News,"1,48,771",8240000.0,5040021621.0,news,15120064.863000002
"3,131st",B,El Super Trucha,174,8240000.0,548219972.0,comedy,1644659.9159999997
"3,132nd",A,Santi Oficial,593,8240000.0,2601880048.0,entertainment,7805640.143999999
"3,133rd",A,NRFM-VLOGS,"1,345",8230000.0,5796699474.0,entertainment,17390098.422000002
"3,134th",B+,Nasty Naz,"3,683",8230000.0,6239754892.0,entertainment,18719264.676
"3,135th",A-,Lang Lieu,344,8230000.0,6023879583.0,entertainment,18071638.748999998
"3,136th",B+,Elvish Yadav Vlogs,974,8230000.0,1582489197.0,people,4747467.591
"3,137th",B,XDJames,11,8230000.0,137659349.0,film,412978.04699999996
"3,138th",A,Amyy Woahh,"1,281",8230000.0,6813456665.0,comedy,20440369.995
"3,139th",A-,Agussuhaimi,"4,203",8230000.0,1015946559.0,people,3047839.677
"3,140th",B+,Max VS Football,166,8230000.0,334879564.0,education,1004638.692
"3,141st",B+,Official the jeet,948,8230000.0,2190744706.0,,6572234.117999999
"3,142nd",B+,NRZ,994,8230000.0,1066426728.0,,3199280.1839999994
"3,143rd",A-,حيدر علي | Haider Ali,414,8220000.000000001,1553086586.0,entertainment,4659259.757999999
"3,144th",B+,Google India,843,8220000.000000001,4410640989.0,tech,13231922.967
"3,145th",B+,Beam Copphone,"3,389",8220000.000000001,13397970390.0,entertainment,40193911.17
"3,146th",B+,Eagle Premier Station,601,8220000.000000001,2287775545.0,,6863326.635
"3,147th",B,Earth Adventures In हिन्�…,"2,717",8220000.000000001,2001167097.0,entertainment,6003501.291
"3,148th",A-,CNN-News18,"1,89,800",8220000.000000001,4053382867.0,news,12160148.601
"3,149th",B-,Lil Dicky,102,8220000.000000001,2382157944.0,music,7146473.832
"3,150th",A-,Fact With Jackey 1M,"1,072",8220000.000000001,1396721109.0,,4190163.3269999996
"3,151st",B+,G Series Bangla Movies,460,8220000.000000001,2204967329.0,film,6614901.987
"3,152nd",A,Rtv News,"1,19,064",8210000.000000001,3588632904.0,news,10765898.712000001
"3,153rd",B,Coffi Channel,"6,883",8210000.000000001,4049064475.0,games,12147193.425
"3,154th",B+,Nancy Ajram,309,8210000.000000001,3917041354.0,music,11751124.061999999
"3,155th",A,Beatbox Klim,"1,449",8210000.000000001,3756060629.0,,11268181.887
"3,156th",B,Oura,"4,159",8210000.000000001,2533058540.0,games,7599175.62
"3,157th",B,PSG - Paris Saint-Germain,"6,372",8210000.000000001,969767865.0,sports,2909303.5949999997
"3,158th",B+,ZoeTube,207,8210000.000000001,1040109522.0,,3120328.566
"3,159th",B,Unboxed Patrika,141,8210000.000000001,93236458.0,education,279709.374
"3,160th",B+,As Aventuras de Poliana,"2,562",8210000.000000001,4041160325.0,entertainment,12123480.975000001
"3,161st",A-,SpongeBob SquarePants Official,"1,581",8210000.000000001,6751677582.0,film,20255032.746
"3,162nd",B+,Marco Antonio Solís,588,8199999.999999999,7331499216.0,music,21994497.648000002
