Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
"4,018th",B+,Gihon Games,734,7160000,784755931,games,2354267.793
"4,020th",B+,RS 1313 SHORT STORIES,"10,722",7160000,4731597134,entertainment,14194791.401999999
,,,,,,,
"4,022nd",B,8D TUNES,"1,330",7160000,899494436,music,2698483.308
"4,023rd",B,GANGSTER CITY,777,7160000,3561008512,music,10683025.54
"4,024th",B+,El Reino Series,621,7150000,2379908480,entertainment,7139725.4399999995
"4,025th",A-,Awita,626,7150000,1398472840,games,4195418.5200000005
"4,026th",B+,Renato Cariani,"3,611",7150000,1294124346,sports,3882373.0379999997
"4,027th",A-,RHINO,"1,455",7150000,7863411184,music,23590233.55
"4,028th",B+,Music Al Haneen | ميوزك ال�…,"1,508",7150000,3324795382,music,9974386.146000002
"4,029th",B+,อาจารย์ยอด,"11,651",7150000,3754702752,howto,11264108.26
"4,030th",B+,Aam Aadmi Party,"13,339",7150000,3581025405,news,10743076.22
"4,031st",B+,MILENIO,"2,11,323",7150000,5786535442,news,17359606.325999998
"4,032nd",B+,Cdrama BOX,"3,143",7140000,2709714525,people,8129143.574999999
"4,033rd",B+,TheRussianBadger,634,7140000,2286825120,games,6860475.36
"4,034th",B+,Mrwhosetheboss Plus,186,7140000,3809749534,tech,11429248.6
"4,035th",B+,SBS Entertainment,"2,33,259",7140000,9524393491,entertainment,28573180.47
"4,036th",A-,Bobicraft,"2,382",7140000,3238983685,games,9716951.055
"4,037th",B+,Didi & Friends - Lagu Kanak Kanak,"1,088",7140000,6254542965,film,18763628.9
"4,038th",B+,MostlySane,"1,378",7140000,1790849033,comedy,5372547.099
,,,,,,,
"4,040th",A-,LimeAndToys,"1,601",7130000,4278883288,education,12836649.86
"4,041st",B+,KOCOWA TV,"19,428",7130000,5342771626,people,16028314.88
"4,042nd",B,Azerrz,375,7130000,820766418,games,2462299.2539999997
"4,043rd",B,Void Gamer,788,7130000,838609999,games,2515829.997
"4,044th",B+,Roddy Ricch,91,7130000,3363391819,music,10090175.46
"4,045th",B+,DORETDEPLATINE,285,7130000,5058691810,music,15176075.43
"4,046th",B,2 Foreigners In Bollywood,58,7130000,1013331896,entertainment,3039995.688
"4,047th",B-,Little Big,122,7130000,3913595282,music,11740785.85
"4,048th",B,banen stars,241,7120000,473559023,entertainment,1420677.069
,,,,,,,
"4,050th",B+,Ricky Martin,50,7120000,7475971352,people,22427914.06
"4,051st",A-,Vitor Orth,"1,429",7120000,4516384717,comedy,13549154.15
,,,,,,,
"4,053rd",B,Dream Stories TV,385,7120000,2257008323,film,6771024.969
"4,054th",B+,Jaze Cinema,"3,856",7120000,2526556402,film,7579669.205999999
"4,055th",B+,Aaj Tak HD,"89,474",7120000,2769335087,news,8308005.261
,,,,,,,
"4,057th",B+,ADHARV & COUSINS JOURNEY,"1,153",7120000,6972996220,entertainment,20918988.66
"4,058th",B+,Magic Fingers Art,263,7120000,2817750872,education,8453252.616
"4,059th",A-,Upboyraj Comedy,658,7110000,3669120807,comedy,11007362.42
"4,060th",B,Три Кота,19,7110000,119353109,film,358059.327
"4,061st",B-,HGamesYT,"2,134",7110000,981581615,games,2944744.8449999997
"4,062nd",B+,JulietteMime,273,7110000,385126253,people,1155378.759
"4,063rd",B,Quick Support,"1,255",7110000,509584066,people,1528752.1979999999
,,,,,,,
"4,065th",B,KN Channel,"1,376",7110000,5417760375,entertainment,16253281.13
"4,066th",B,LENO FAMILY,395,7110000,302709516,people,908128.548
,,,,,,,
"4,068th",A-,Abhisar Sharma,"2,687",7110000,2138873739,news,6416621.217
"4,069th",B,Rosesarerosie,13,7100000,116264152,people,348792.456
"4,070th",B+,Still Watching Netflix,"8,293",7100000,5646257563,entertainment,16938772.69
"4,071st",B+,भजन कीर्तन स�…,"5,709",7100000,2135657558,music,6406972.674000001
"4,072nd",B+,FESTIVALDEVINACHILE,"9,247",7100000,4575709176,music,13727127.53
"4,073rd",B+,Amalia Triple Charm,272,7100000,1168741586,people,3506224.7579999994
"4,074th",B,iHasCupquake,"4,622",7100000,3014316702,entertainment,9042950.106
"4,076th",B,86 & Custom Protection NET,"8,434",7100000,2954279942,entertainment,8862839.826
"4,077th",B,Movie Talkies,"47,780",7100000,4363274618,entertainment,13089823.853999998
"4,078th",B+,Gavin Magnus,933,7100000,1651557037,entertainment,4954671.111
"4,079th",B+,Titounis - Comptine bébé - Chans…,"1,292",7100000,6521129345,film,19563388.04
"4,080th",B+,Good News Today,"51,732",7100000,336578754,news,1009736.2620000001
"4,081st",B+,Mekup Art,517,7090000,4839210410,people,14517631.23
"4,082nd",B,Sanyasi Facts,271,7090000,18417988,education,55253.96400000001
"4,083rd",B-,संस्कारी SAHIL,743,7090000,2057099912,people,6171299.736
"4,084th",B,GSK GURU YT,485,7090000,238950421,games,716851.263
"4,085th",B+,Teguh Sugianto,"2,888",7090000,2993480981,games,8980442.943
"4,086th",A-,LORENA TAUANA,"1,830",7090000,1545732182,games,4637196.546
"4,087th",B,Dr. Agustin Landivar,"3,119",7090000,909345325,education,2728035.9749999996
"4,088th",B,Him-eesh Madaan,"1,048",7090000,514612638,howto,1543837.9139999999
"4,089th",B,iJustine,"2,548",7090000,1461711364,tech,4385134.092
"4,090th",B+,The Piano Guys,236,7090000,2398878988,music,7196636.964
"4,091st",B+,m_ahmed_b,"1,381",7080000,2370607681,people,7111823.043
"4,092nd",B+,No Matinho,"2,797",7080000,3320206471,comedy,9960619.412999999
"4,093rd",A-,OMMNRP,"2,059",7080000,4828895984,games,14486687.95
"4,094th",B+,КЛИККЛАК,658,7080000,1385666543,comedy,4156999.629
"4,095th",B,Mimonona Stories,704,7080000,2254427976,entertainment,6763283.927999999
"4,096th",B-,Hello TV- Nursery Rhymes,83,7080000,2027798131,people,6083394.393
,,,,,,,
,,,,,,,
"4,099th",B+,Flight Gamer,775,7080000,1371686262,games,4115058.7860000003
,,,,,,,
"4,101st",B,XtremeGamez,257,7080000,908332783,entertainment,2724998.3490000004
"4,102nd",B+,B4U Movies,908,7070000,1835007545,film,5505022.635
"4,103rd",B+,Apni Bhakti,117,7070000,914562303,entertainment,2743686.909
"4,104th",B+,Studio Sangeeta,"4,581",7070000,2605060062,music,7815180.186
"4,105th",A-,東海オンエア,"3,030",7070000,14045769370,comedy,42137308.11
"4,106th",A-,Bright TV,"25,880",7070000,3367310397,news,10101931.19
"4,107th",B,Funketom,750,7070000,2207038258,music,6621114.774
"4,108th",B,Flakes Power,"1,777",7070000,1576671927,games,4730015.7809999995
"4,109th",B,ТОПЛЕС,214,7070000,903666938,tech,2711000.814
"4,110th",B,Milena and Stesha,7,7070000,1537023581,entertainment,4611070.743
"4,111th",B,TopSib Thailand,"1,515",7060000,2036129873,entertainment,6108389.619
"4,112th",B,Domelipa,197,7060000,464672267,entertainment,1394016.801
"4,113th",B+,SAM si JELI LINCAH,"1,098",7060000,2311439634,howto,6934318.902000001
"4,114th",B,The Yogscast,"6,695",7060000,4594542405,games,13783627.22
"4,115th",A,Makeup by Parul Garg,"1,044",7060000,5571839129,people,16715517.386999998
,,,,,,,
,,,,,,,
,,,,,,,
"4,119th",B+,PinkVEVO,206,7060000,7723467054,music,23170401.16
"4,120th",B+,MARGO FLURY | Маргарита �…,266,7060000,3615553794,people,10846661.382000001
"4,121st",B+,Jexs,233,7060000,1382115126,comedy,4146345.3779999996
"4,122nd",B+,Mickey Mouse,292,7060000,5525844648,film,16577533.94
"4,123rd",B+,Sturniolo Triplets,344,7060000,675054295,comedy,2025162.8850000002
"4,124th",A-,The Bentist,"1,300",7060000,5948172023,entertainment,17844516.07
"4,125th",B+,فيلم في الخمسينة,"1,537",7060000,2066410912,film,6199232.736
"4,126th",B,GREAT IDEAS GREAT LIFE,544,7060000,587852708,education,1763558.1239999998
"4,127th",B+,Satvic Movement,346,7050000,914250978,education,2742752.934
"4,128th",A-,العربي - أخبار,"1,52,215",7050000,3316544856,news,9949634.568
"4,129th",B+,Zulfa Lanang,357,7050000,1048751102,entertainment,3146253.306
"4,130th",B+,Grammy Big,"8,648",7050000,2092887788,music,6278663.364
"4,131st",B+,Nought,"3,614",7050000,2709701438,games,8129104.314
"4,132nd",B+,Horror Skunx,228,7050000,1767570859,film,5302712.577
"4,133rd",B,BBC Learning English,"3,720",7050000,361854972,education,1085564.916
,,,,,,,
"4,135th",B,cuisine Halima Filali شهيوات…,"1,143",7050000,1362500393,people,4087501.1789999995
"4,136th",B,5 PHÚT THỦ CÔNG,"5,259",7050000,2622281944,howto,7866845.832
"4,137th",B+,Ben Shapiro,"6,803",7050000,3881328044,news,11643984.132000001
"4,138th",B+,SKIPPERS,144,7050000,861960393,games,2585881.179
"4,139th",B,Panlasang Pinoy,"1,340",7050000,1109063388,howto,3327190.164
"4,140th",B+,Sewar & Massa,761,7050000,4765170675,people,14295512.024999999
"4,141st",B,Bella Poarch,85,7040000,966624509,music,2899873.527
,,,,,,,
"4,143rd",B+,Thisiz Balti,53,7040000,2246064289,music,6738192.867
"4,144th",B,Gurudev Sri Sri Ravi Shankar,"1,127",7040000,219896814,howto,659690.442
"4,145th",A,GD's Highlights,"6,700",7040000,8958355300,sports,26875065.900000002
"4,146th",B,FLA TV,"10,903",7040000,873382142,sports,2620146.426
"4,147th",B+,Pingu - Official Channel,685,7040000,2862189063,entertainment,8586567.189
,,,,,,,
"4,149th",A,Facts Dastan,830,7040000,4142144936,entertainment,12426434.81
"4,150th",A,ROHIT AMERIYA ( KALU SIR ),835,7040000,1828929480,entertainment,5486788.4399999995
"4,151st",B+,Dimucc,397,7030000,3392188744,games,10176566.23
"4,152nd",A-,Littos Media,446,7030000,4824889475,comedy,14474668.424999999
"4,153rd",A-,Acayipbiraile,"2,014",7030000,2372968314,people,7118904.942
"4,154th",B+,SureshProductions,"6,861",7030000,3956431228,film,11869293.68
"4,155th",A-,Lucky Sayed,"1,584",7030000,2524509302,entertainment,7573527.906
"4,156th",B,LOUD Coringa,"1,295",7030000,780460117,games,2341380.351
"4,157th",B,Трум Трум СЕЛЕКТ,"2,255",7020000,3104910032,howto,9314730.096
"4,158th",B,Paulettee,"1,069",7020000,1044537463,entertainment,3133612.389
"4,159th",B,Cool Tool,427,7020000,1768292868,education,5304878.604
"4,160th",A,Vlogger Mitu,"5,356",7020000,6673575870,people,20020727.61
"4,161st",B,EvanTubeHD,942,7020000,4589529334,entertainment,13768588
"4,162nd",B,Ryan Oliveira,694,7020000,1823447185,entertainment,5470341.555
"4,163rd",B,MortaL,"2,170",7010000,1358105949,games,4074317.847
"4,164th",B+,RDCworld1,433,7010000,1626637872,comedy,4879913.616
"4,165th",B+,The Beauty Hub,"11,418",7010000,1311177274,howto,3933531.8219999997
,,,,,,,
"4,167th",B,Andre se hace Gamer,"1,195",7010000,3424029228,games,10272087.68
,,,,,,,
"4,169th",B-,Brilliant Art,"2,448",7000000,4490941870,howto,13472825.61
"4,170th",B+,SIDELNIKOVVV,817,7000000,4094789661,film,12284368.98
"4,171st",A-,Dora Family,532,7000000,1022818437,games,3068455.311
"4,172nd",B+,Angry Birds,"3,002",7000000,8446071586,games,25338214.757999998
"4,173rd",B,Tiko,"1,836",7000000,1416548780,games,4249646.34
"4,174th",B+,Moonbug Kids en Español - Caricat…,"2,030",7000000,2393216384,education,7179649.152000001
"4,175th",A-,ETV Andhra Pradesh,"3,94,216",7000000,5141756152,news,15425268.46
"4,176th",B-,Liza Koshy Too,72,7000000,576414530,comedy,1729243.59
"4,177th",B,What's Inside?,332,7000000,1277188642,education,3831565.926
"4,178th",B+,TellyMasala,"39,344",7000000,4125772433,entertainment,12377317.3
"4,179th",A-,JioCinema,"17,879",6990000,3956146097,entertainment,11868438.291000001
"4,180th",B+,Rasmey Hang Meas,"5,298",6990000,6230168323,music,18690504.97
"4,181st",B+,CidadeAlertaRecord,"21,054",6990000,3295430050,news,9886290.149999999
"4,182nd",B+,FRANCE 24,"1,20,312",6990000,3106757129,news,9320271.387
"4,183rd",B+,Ado,352,6990000,3649131901,music,10947395.7
"4,184th",B+,Me contro Te,"3,054",6990000,10640636622,entertainment,31921909.865999997
"4,185th",B,พิมรี่พาย,430,6990000,1093696725,entertainment,3281090.1750000003
"4,186th",B-,SD Entertainment Movies,7,6990000,4330957,film,12992.871000000001
"4,187th",B+,Eu você e nós,"2,238",6980000,1718848129,entertainment,5156544.387
"4,188th",B,AVRprankTV,141,6980000,940352169,entertainment,2821056.507
"4,189th",B+,FAMA JAMA,138,6980000,2175189229,entertainment,6525567.686999999
"4,190th",B+,Who Your Best,"4,880",6980000,6710189865,people,20130569.6
"4,191st",B,MotorTrend Channel,"3,710",6980000,1617480745,autos,4852442.235
,,,,,,,
"4,193rd",B+,EstubeGaming,"4,007",6970000,4072599568,games,12217798.7
"4,194th",B+,Red Bull Batalla,"5,047",6970000,1737448525,music,5212345.574999999
"4,195th",A-,Ara y Fer,284,6970000,3071800120,people,9215400.36
"4,196th",B+,Ivanita Lomeli,621,6970000,1399019493,people,4197058.479
"4,197th",B,YL Toys Collection,46,6970000,1827561871,entertainment,5482685.613
"4,198th",B,Teachingmensfashion,"2,491",6970000,1123160883,howto,3369482.6489999997
"4,199th",B,Menino Prendado,"1,208",6960000,605463615,howto,1816390.845
"4,200th",A-,Once Minutos,"1,821",6960000,5671322313,entertainment,17013966.94
,,,,,,,
"4,202nd",B+,MARKOCOP,"1,951",6960000,1055705793,games,3167117.379
"4,203rd",B+,Brandon Rogers,280,6960000,1477963418,comedy,4433890.254000001
"4,204th",A-,Omar & Hana - Lagu Kanak-Kanak Isl…,758,6960000,3929198524,film,11787595.57
,,,,,,,
"4,206th",B+,Sour King Drew,830,6960000,3710023689,film,11130071.07
"4,207th",B-,Samsung,"2,230",6960000,2301447055,tech,6904341.165000001
,,,,,,,
"4,209th",B,Blue Monkey,102,6950000,1164907805,games,3494723.415
"4,210th",B,TicTac,"1,105",6950000,982331989,games,2946995.9669999997
"4,211th",B+,Canal do LUCAS VASCONCELOS,"1,185",6950000,4170509103,entertainment,12511527.31
"4,212th",B+,TRT Çocuk,"5,106",6950000,6365144474,entertainment,19095433.422000002
"4,213th",B,Nicolas Gomes,"1,511",6940000,788208549,people,2364625.647
"4,214th",B-,MAMAMOO,995,6940000,2640504297,music,7921512.890999999
"4,215th",B,Eros Now Movies Preview,"1,754",6940000,3080706455,entertainment,9242119.365
"4,216th",B+,steveo,405,6940000,835375483,comedy,2506126.449
"4,217th",B+,MR. INDIAN HACKER shorts,269,6940000,1203399496,tech,3610198.488
"4,218th",B+,Ayush Yadav,751,6930000,3740702983,entertainment,11222108.949000001
"4,219th",B+,America's Funniest Home Videos,"1,873",6930000,2951497904,comedy,8854493.712000001
"4,220th",B+,MARKO,247,6930000,1140448610,entertainment,3421345.83
"4,221st",B,HTV Entertainment,"16,277",6930000,2505989253,entertainment,7517967.759
"4,222nd",B+,KendrickLamarVEVO,59,6930000,4121947335,music,12365842.004999999
"4,223rd",B+,Hobby Makan,"1,878",6930000,1809535351,people,5428606.053
"4,224th",B,insight facts • 784K views • 1…,199,6930000,162071695,entertainment,486215.085
,,,,,,,
"4,226th",B+,AfacanTV,453,6930000,5241262007,music,15723786.021000002
"4,227th",B-,Jon Vlogs,"1,007",6930000,818368419,entertainment,2455105.257
"4,228th",B+,News18 Rajasthan,"1,78,902",6930000,2692304288,news,8076912.864
"4,229th",B+,CD CHOICE Drama,"1,944",6930000,2225919218,entertainment,6677757.653999999
"4,230th",A-,Mamiko,"1,364",6930000,3323490165,entertainment,9970470.495000001
"4,231st",B-,Mark Ronson,20,6930000,6720862682,music,20162588.05
"4,232nd",B+,OPPO India,395,6930000,931776154,tech,2795328.462
"4,233rd",B+,bobacott,387,6920000,3451954233,games,10355862.699000001
"4,234th",B,Sr Pelo,198,6920000,1619116530,film,4857349.59
"4,235th",B-,Desi Moral Gyan,290,6920000,807184424,entertainment,2421553.272
"4,236th",B+,Architectural Digest,946,6920000,1427583169,entertainment,4282749.507
"4,237th",B+,"Maa, yeh kaise karun?",824,6920000,1345549994,howto,4036649.982
"4,238th",B,Lovely Kids Thailand,"2,136",6920000,3907586767,people,11722760.300999999
,,,,,,,
"4,240th",B+,ALL THE K-POP,"32,205",6920000,4839272608,entertainment,14517817.824000001
"4,241st",B+,Çukur,"2,417",6920000,5486854449,film,16460563.35
,,,,,,,
"4,243rd",B+,ОЛЕЖЭ,607,6920000,2529553129,comedy,7588659.387
"4,244th",B,Cifra Club,"5,842",6920000,1786341811,education,5359025.433
"4,245th",A-,mreviatar,395,6920000,4316623309,entertainment,12949869.927000001
,,,,,,,
"4,247th",B+,emi wong,706,6920000,1047923508,people,3143770.524
"4,248th",B,VRZOchannel,"1,488",6920000,2417080642,entertainment,7251241.926
"4,249th",B-,Walk off the Earth,671,6920000,1996629451,music,5989888.353
"4,250th",B,Health & Beauty Tips- Gharelu Nusk…,686,6910000,885489874,education,2656469.622
"4,251st",A,Bollywood Hungama,"25,744",6910000,4623211862,entertainment,13869635.59
"4,252nd",B,Анимационные сери�…,"2,224",6910000,5874673944,film,17624021.832000002
"4,253rd",A,Dax,947,6910000,2430736427,music,7292209.281
"4,254th",A-,Katil Aman,554,6900000,3160026452,people,9480079.356
"4,255th",A,Lala Tv,"1,067",6900000,5070942099,comedy,15212826.297000002
"4,256th",B+,TikTokTunes,"1,165",6900000,4587558675,music,13762676.024999999
"4,257th",B,Rupa sah,"1,544",6900000,1986337561,people,5959012.683
"4,258th",B+,Entertainment Tonight,"44,868",6900000,7552802749,entertainment,22658408.25
"4,259th",A-,Baby Mom Monti,582,6900000,3485795139,people,10457385.42
,,,,,,,
"4,261st",B+,Fun Tv 420,166,6900000,2300384034,entertainment,6901152.102
"4,262nd",B-,ONLY MOTIVATION,699,6900000,657638297,education,1972914.891
"4,263rd",B-,La Bala,452,6900000,1013040429,people,3039121.287
"4,264th",A-,bip_house,"3,619",6890000,6367798025,people,19103394.075000003
"4,265th",B+,Salinas JC,"4,643",6890000,2482852452,people,7448557.356000001
"4,266th",B+,افلام كرتون كيدو,"1,109",6890000,2463814560,education,7391443.68
"4,267th",A-,Djenmin,214,6890000,4277840527,games,12833521.58
"4,268th",A,LARA CAMPOS,484,6890000,2697417058,people,8092251.174000001
"4,269th",B,EugenBro,"1,343",6890000,2466412378,games,7399237.134
"4,270th",B,Vincenzo,662,6890000,498577747,games,1495733.241
"4,271st",B+,Rehaan Records,157,6890000,3605904386,music,10817713.16
"4,272nd",B,Happy Prince Gaming,660,6890000,487158700,games,1461476.1
"4,273rd",B+,Ron Wright,"2,238",6880000,2855703393,games,8567110.179000001
,,,,,,,
,,,,,,,
"4,276th",B,Jurnal Risa,852,6880000,1307641204,people,3922923.6119999997
"4,277th",B+,Kitchen Nightmares,"1,939",6880000,4544774334,entertainment,13634323
"4,278th",B+,Playtime With Peppa,"5,499",6880000,3811241995,film,11433725.99
"4,279th",A-,Patrick Zeinali,324,6880000,3559333115,games,10677999.35
"4,280th",B+,Funny Day,408,6880000,2197587503,comedy,6592762.509
"4,281st",B,O Primo Rico,"1,011",6880000,419020104,education,1257060.312
"4,282nd",B+,Ananped,"1,291",6870000,1593798633,entertainment,4781395.899
"4,283rd",B+,Jason Vlogs en español,666,6870000,2413247805,entertainment,7239743.415000001
,,,,,,,
"4,285th",B+,Discovery Kids,"3,095",6870000,3586258304,entertainment,10758774.91
"4,286th",B+,Imbrandonfarris,"1,247",6870000,2086790277,comedy,6260370.831
"4,287th",B,دستور DSTOR I,376,6870000,1013431269,entertainment,3040293.807
,,,,,,,
"4,289th",A-,Fresajapomex,968,6870000,4363650592,people,13090951.78
"4,290th",B,MessYourself,"1,068",6870000,2578745581,entertainment,7736236.742999999
"4,291st",B,UDY,157,6870000,815657535,entertainment,2446972.605
"4,292nd",B-,FPSRussia,115,6870000,969713768,entertainment,2909141.304
"4,293rd",B-,Akarsha Astrozone,640,6870000,3269159,education,9807.477
